NO,TYPE,PLATE_NO,OWNER NAME,ENGIN NO,SERIAL NO,TITLE CER NO,REG/ DATE,MAKE,MODEL,CAPACITY,ENG POWER HP,M/FA/ YEAR,FILE NO,REGION,CITY,WOREDA,KEBELE,P O Box,TELL,T/ S/No,DATE,DUTY,DATA,Remark,Edesate,EGED,EGED D,EGED N,BIR AMMOUNT,BANK B,Tin Number,Field1
,DOZER,ሥከ-DZ-0113,Sold Waste Re-Use and Disposal,38840,66363,11846,22/11/05,Komatsu,D155A,310,310,R,2752-DZ-02,AA,AA,Yeka,Yeka,---,118290030,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0114,Sold Waste Re-Use and Disposal,34125,65514,11847,22/11/05,Komatsu,D155A,310,310,R,2752-DZ-03,AA,AA,Yeka,Yeka,---,118290030,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0114,Defence Construction & Engineering Enterprise.,TX702456,CAT0140KVSZL03689,18441,16/12/08,Cat,D8R,305,305,2015,1729-DZ-12,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0115,Sold Waste Re-Use and Disposal,TXC011462,9EM07759,11856,22/11/05,Cat,D8R,305,305,2012,2752-DZ-05,AA,AA,Yeka,8,---,-----,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0116,Sold Waste Re-Use and Disposal,632054,85965,11857,22/11/05,Cat,D8R,305,305,2012,2752-DZ-06,AA,AA,Yeka,8,---,-----,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0117,AMARA WATER WORK CONSTRUCTION,*TXC01342*,*9EM07493*,13668,13/09/06,CAT,D8R,305,305,2012,1722-DZ-08,AMARA,BAHERDAR,BAHERDAR,14,106,582200288,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0117,Sold Waste Re-Use and Disposal,41Z21374,9EM01529,12325,07/02/06,Cat,D8R,305,305,2002,2752-DZ-06,AA,AA,Yeka,8,---,-----,,,FREE,22/03/15,,,,,,,,,
,DOZER,ሥከ-DZ-0118,AMARA WATER WORK CONSTRUCTION,*TXC01309*,*9EM07498*,13669,13/09/06,CAT,D8R,305,305,2012,1722-DZ-11,AMARA,BAHERDAR,BAHERDAR,14,106,582200288,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0119,AMARA WATER WORK CONSTRUCTION,*TXC01312*,*9EM07501*,13670,13/09/06,CAT,D8R,305,305,2012,1722-DZ-10,AMARA,BAHERDAR,BAHERDAR,14,106,582200288,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0120,AMARA WATER WORK CONSTRUCTION,*TXC01295*,*9EM07496*,13679,13/09/06,CAT,D8R,305,305,2012,1722-DZ-09,AMARA,BAHERDAR,BAHERDAR,14,106,582200288,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0125,AMHARA HENTSA SERAWOCH CONSTRUCTION,41Z19649,9EM01249,350,01/12/11,CAT,D&R,305,305HP,2001,1895-DZ-01,AMHARA,BAHER DAR,,,,582180906,14202,18/11/11,FREE,02/12/11,ስም ዝውውር በሽያጭ,,,,,,,,
,DOZER,ሥከ-DZ-0126,AMARA WATER WORKS CONSTRUCTION,TXC01207,9EM07497,14495,26/01/07,CAT,D8R,305,305,2012,1722-DZ-12,AMARA,BAHERDAR,BHERDAR,14,106,582200288,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0128,Water Works Construction Enterprise,2006046382,VAUZ0940AZT009030,15128,04/05/07,LIBERERR,PR-744L,284.1HP,281.4HP,2007,026-DZ-06,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0129,Water Works Construction Enterprise,2006047136,VAUZ0940AZT009031,15129,04/05/07,LIBERERR,PR-744L,245HP,245HP,2007,026-DZ-08,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0130,Water Works Construction Enterprise,2005045412,VAUZ0940EZT009017,15130,04/05/07,LIBEERR,PR-744H,281.4HP,281.4HP,2007,026-DZ-09,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,የባንክ ቤት,26/10/95,1225/03,11.982.203.80,ኢትዮጲ ያ ንግድ ባንክ,,
1,DOZER,ሥከ-DZ-0131,AMAHRA HENTSA SERAWOCH CONSTRUCTION,34579,KMT0D043J02065623,15166,01/12/11,JAPAN,D155A-5,302,302,---,1895-DZ-02,AMAHARA,BAHER DAR,---,,---,582180906,15166,18/11/11,FREE,02/12/11,ስም ዝውውር በሽያጭ,2012/2013,,,,,,,
,DOZER,ሥከ-DZ-0132,ADOLA WOYU MAZEGAJA BET,TXD09743,CAT00D6RKS6T00912,16401,06/01/08,Cat,D6R,166,166,2015,5131-DZ-01,OROMIYA,OROMIYA,ADOLA WOYU,1,,463350051,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0133,Tigray Water Works Construction Enterprise,2011046045,VAUZ0990ZT012324,18186,05/11/08,Lieherr,PR754,335,335,2011,2421-DZ-03,Tigray,Tigray,Mekele,7,Semen Woreda,03444089/76,,,PAID,,,,,,,,,,
,DOZER,ሥከ-DZ-0134,Tigray Water Works Construction Enterprise,2011044359,VAUZ0990CZT012212,18187,05/11/08,Lieherr,PR754,335,335,2013,2421-DZ-01,Tigray,Tigray,Mekele,7,Semen Woreda,03444089/76,,,PAID,,,,,,,,,,
,DOZER,ሥከ-DZ-0134,Tigray Water Works Construction Enterprise,2011044359,VAUZ0990ZT012212,18187,05/11/08,Lieherr,PR754,335,335,2011,2421-DZ-05,Tigray,Tigray,Mekele,7,Semen Woreda,03444089/76,,,PAID,,,,,,,,,,
,DOZER,ሥከ-DZ-0135,Tigray Water Works Construction Enterprise,2011043345,VAUZ0990EZT012213,18188,05/11/08,Lieherr,PR754,335,335,2011,2421-DZ-02,Tigray,Tigray,Mekele,7,Semen Woreda,03444089/76,,,PAID,,,,,,,,,,
,DOZER,ሥከ-DZ-0136,Tigray Water Works Construction Enterprise,2012042667,VAUZ0990EZT013156,18189,05/11/08,Lieherr,PR754,335,335,2013,2421-DZ-01,Tigray,Tigray,Mekele,7,Semen Woreda,03444089/76,,,PAID,,,,,,,,,,
,DOZER,ሥከ-DZ-0137,Tigray Water Works Construction Enterprise,2011043044,VAUZ0990ZT012197,18190,05/11/08,Lieherr,PR754,335,335,2011,2421-DZ-06,Tigray,Tigray,Mekele,7,Semen Woreda,03444089/76,,,PAID,,,,,,,,,,
,DOZER,ሥከ-DZ-0138,Tigray Water Works Construction Enterprise,2011046043,VAUZ0990ZT012307,18191,05/11/08,Lieherr,PR754,335,335,2011,2421-DZ-04,Tigray,Tigray,Mekele,7,Semen Woreda,03444089/76,,,PAID,,,,,,,,,,
,DOZER,ሥከ-DZ-0139,Tigray Water Works Construction Enterprise,2010046650,VAUZ0990ZT012352,18193,05/11/08,Lieherr,PR754,335,335,2011,2421-DZ-08,Tigray,Tigray,Mekele,7,Semen Woreda,03444089/76,,,PAID,,,,,,,,,,
,DOZER,ሥከ-DZ-0140,Tigray Water Works Construction Enterprise,2010048203,VAUZ0990ZT012273,18193,05/11/08,Lieherr,PR754,335,335,2011,2421-DZ-07,Tigray,Tigray,Mekele,7,Semen Woreda,03444089/76,,,PAID,,,,,,,,,,
,DOZER,ሥከ-DZ-0141,Tigray Water Works Construction Enterprise,2012043217,VAUZ0990ZT013154,18194,05/11/08,Lieherr,PR754,335,335,2013,2421-DZ-09,Tigray,Tigray,Mekele,7,Semen Woreda,03444089/76,,,PAID,,,,,,,,,,
,DOZER,ሥከ-DZ-0142,Oromia Roads Construction Enterprise,2012043213,VAUZ0990CZT013302,18316,26/11/08,Liebherr,PR754,335,335,2013,1871-DZ-07,AA,AA,Kalit,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0143,Oromia Roads Construction Enterprise,2012041736,VAUZ0990CZT013301,18315,26/11/08,Liebherr,PR754,335,335,2013,1871-DZ-09,AA,AA,Kalit,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0144,Oromia Roads Construction Enterprise,2012041403,VAUZ0990CZT013303,18314,26/11/08,Liebherr,PR754,335,335,2013,1871-DZ-08,AA,AA,Kalit,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0145,Oromia Roads Construction Enterprise,2012041132,VAUZ0990CZT013157,18313,25/11/08,Liebherr,PR754,335,335,2013,1871-DZ-01,AA,AA,Kalit,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0147,Defence Construction & Engineering Enterprise.,TXJ00750,CAT00D8RERJM00295,18445,16/12/08,Cat,D8R,305,305,2015,1729-DZ-22,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0148,Defence Construction & Engineering Enterprise.,TXJ00778,CAT00D8RPRJM00300,18425,16/12/08,Cat,D8R,305,305,2015,1729-DZ-12,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0149,Defence Construction & Engineering Enterprise.,TXJ00785,CAT00D8RCRJM00296,18436,16/12/08,CAT,D8R,305,305,2015,1729-DZ-25,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0149,Defence Construction & Engineering Enterprise.,TXJ00785,CAT00D8RPRJM00296,18436,16/12/08,Cat,D8R,305,305,2015,1729-DZ-25,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0150,Defence Construction & Engineering Enterprise.,TXJ00753,CAT00D8RPRJM00294,18435,16/12/08,Cat,D8R,305,305,2015,1729-DZ-17,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0151,Defence Construction & Engineering Enterprise.,TXJ00770,CAT00D8RPRJM00302,18434,16/12/08,Cat,D8R,305,305,2015,1729-DZ-23,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0151,Defence Construction & Engineering Enterprise.,TXJ00770,CAT00D8RTRJM00302,18434,16/12/08,CAT,D8R,305,305,2015,1729-DZ-23,AA,AA,Kirkos,4,3414,0114343581/2,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0152,Defence Construction & Engineering Enterprise.,TXJ00754,CAT00D8RPRJM00282,18433,16/12/08,Cat,D8R,305,305,2015,1729-DZ-16,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0153,Defence Construction & Engineering Enterprise.,TXJ00753,CAT00D8RPRJM00283,18432,16/12/08,Cat,D8R,305,305,2015,1729-DZ-20,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0154,Defence Construction & Engineering Enterprise.,TXJ00774,CAT00D8RPRJM00292,18431,16/12/08,Cat,D8R,305,305,2015,1729-DZ-14,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0155,Defence Construction & Engineering Enterprise.,TXJ00761,CAT00D8RPRJM00293,18430,16/12/08,Cat,D8R,305,305,2015,1729-DZ-18,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0156,Defence Construction & Engineering Enterprise.,TXJ00791,CAT00D8RPRJM00285,18429,16/12/08,Cat,D8R,305,305,2015,1729-DZ-19,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0157,Defence Construction & Engineering Enterprise.,TXJ00783,CAT00D8RPRJM00298,18428,16/12/08,Cat,D8R,305,305,2015,1729-DZ-11,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0158,Defence Construction & Engineering Enterprise.,TXJ00776,CAT00D8RCRJM00301,18427,16/12/08,CAT,D8R,305,305,2015,1729-DZ-26,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0158,Defence Construction & Engineering Enterprise.,TXJ00776,CAT00D8RPRJM00301,18427,16/12/08,Cat,D8R,305,305,2015,1729-DZ-26,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0159,Defence Construction & Engineering Enterprise.,TXJ00779,CAT00D8RTRJM00297,18426,16/12/08,Cat,D8R,305,305,2015,1729-DZ-13,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0160,Defence Construction & Engineering Enterprise.,TXJ00748,CAT00D8RPRJM00299,18425,16/12/08,Cat,D8R,305,305,2015,1729-DZ-21,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0161,Defence Construction & Engineering Enterprise.,TXJ00775,CAT00D8RPRJM00303,18444,16/12/08,Cat,D8R,305,305,2015,1729-DZ-24,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0162,Defence Construction & Engineering Enterprise.,TXJ00792,CAT00D8RPRJM00286,18443,16/12/08,Cat,D8R,305,305,2015,1729-DZ-15,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-0163,Debre Berhan City Administration,79925537,LDM/25MEXNG7855358,19582,07/07/09,DRESSTA,TD-25M,375,375,2016,1850-DZ-01,AM,AM,Siman Shewa,2,,116811074,,,FREE,08/07/09,አዲስ ሊብሬ,,,,,,,,
,DOZER,ሥከ-DZ-0164,Oromia Roads Construction Enterprise,2012041584,VAUZ09960CZT013496,20955,02/04/10,Liebherr,PR754,335,335,2013,1871-DZ-07,Oromya,Oromya,Alemgena,2,-,911505122,,,FREE,12/04/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,DOZER,ሥከ-DZ-0165,Oromia Roads Construction Enterprise,201204991,VAUZ0990CZT013497,20954,02/04/10,Liebherr,PR754,335,335,2013,1871-DZ-08,Oromya,Oromya,Alemgena,2,,911505122,,,FREE,12/04/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,DOZER,ሥከ-DZ-0166,Amhara Road Works Enterprise,79874993,LDM25MEXNG7855330,20895,12/04/10,Dereta,TD-25,375,375,2016,2109-DZ-01,Amhara,AM,B/Dare,16,1678,582204486,,,FREE,16/04/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,DOZER,ሥከ-DZ-0167,Amhara Road Works Enterprise,79874990,LDM25MEXNG7855529,20894,12/04/10,Dereta,TD-25,375,375,2016,2109-DZ-06,Amhara,AM,B/Dare,16,1678,582204486,,,FREE,16/04/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,DOZER,ሥከ-DZ-0168,AMHARA HENTSA SERAWOCH CONSTRUCTION,TXJ00948,RJM00561,382,13/12/11,CAT,D&R,305,305HP,2017,1895-DZ-03,,,,,,,,,FREE,13/12/11,አዲስ ሊብሬ,2011/2012,,,,,,8453,
,DOZER,ሥከ-DZ-0169,ADET CITY ADMINSTRATION,7855357,LDM25MEXNG7855357,169,20/01/12,DRESSTA,TD-25M,330HP,330HP,2015,7352-DZ-01,AMHARA,ADET,,,,918017983,,,FREE,20/01/12,አዲስ ሊብሬ,,,,,,,,
,DOZERE,ሥከ-DZ-0170,WOLDYA KETEMA ASETDADERE,79874992,LDM25MEXNG7855326,494,26/01/12,DSASSTA,TD-25MEG78533226,330,330,2015,7040/DZ/01,AMHARA,SEMEN WOLLO,WOLDYA,,,,,,FREE,14/02/12,አዲስ ሊብሬ,2012/2013,,,,,,,
,DOZEERE,ሥከ-DZ-0171,GONEDER KETEMA ASETDEDERE MENEGDOCHI BALESELTANE,79751553,LDM25MEXNF7855290,512,03/02/12,DRESSTA,TD-25M,330,330,2015,7075/DZ/01,AMARA,GONDERE,,,,581260204205,,,FREE,07/02/12,አዲስ ሊብሬ,2012/2013,,,,,,,
,DOZER,ሥከ-DZ-0172,DESYE KETAMA ASETDADERI MENGEDOCI BALSELTANE,79874986,LDEM 25MEXNG7855328,519,03/02/12,DRESSTA,TD-25M,330,330,2015,7059/DZ/02,AMHARA,DESSIE,10,,,,,,FREE,13/02/12,አዲስ ሊብሬ,2012/2013,,,,,,,
,DOZERE,ሥከ-DZ-0174,BOUBY KETEMA ASETDADER,79751547,LDM7850001P075291,815,20/04/12,DERSSTA,TD-25M,330,330,2015,6729/DZ/01,AMARA,GOJAME,,,,,,,FREE,24/04/12,አዲስ ሊብሬ,2012/2013,,,,,,,
,DOZER,ሥከ-DZ-0175,Sold Waste Re-Use and Disposal,TXD12017,CAT00D6RPPPP00162,1094,04/09/12,Cat,D6R2,212HP,212HP,2015,2752-DZ-19,AA,AA,Yeka,8,---,-----,,,FREE,22/03/15,,,,,,,,,
,DOZERE,ሥከ-DZ-0176,OROMEYA CONSTRACION COPORSIN,TXJ01758,CAT00D8RKMEJ00392,1543,19/01/13,CAT,D$R,320,320HP,2019,026/DZ/02,AA,AKAKI,KALITY,,,114390799,,,FREE,25/01/13,,2012/2013,,,,,,,
,DOZERE,ሥከ-DZ-0177,OROMEYA CONSTRACION COPORSIN,TXJ01757,CAT00D8RJMEJ00393,1544,19/01/13,D$R,D$R,320,320HP,2019,026/DZ/02,AA,AKAKI,KALITY,,,114390799,,,FREE,25/01/13,,2012/2013,,,,,,,
,DOZERE,ሥከ-DZ-0178,KONBOLCHA KETEMA MNGDOCHI BALSELTANE,79758959,LDM25MEXNF7855303,1549,25/01/13,DRESSTA,TD-25M,375HP,375,2016,1934/DZ/01,AMARA,DBUBE WELO,,,3,33854107,,,FREE,,አዲስ ሊብሬ,,,,,,,,
,DOZER,ሥከ-DZ-0182,ETH.CON DESIGN & SUPER WORKS CORP,41165206,28B0120007,2475,20/12/13,XCMG,TY320,203HP,320HP,2012,7962/DZ/02,AA,BOLE,,,,116614501,,,FREE,07/01/14,አዲስ ሊብሬ,,,,,,,48703199,
,DOZER,ሥከ-DZ-0183,ETH.CON DESIGN & SUPER WORKS CORP,41165202,28B0120014,2476,20/12/13,XCMG,TY320,203HP,320HP,2012,7962/DZ/03,AA,BOLE,,,,116614501,,,FREE,07/01/14,አዲስ ሊብሬ,,,,,,,48703199,
,DOZER,ሥከ-DZ-0193,ETHIOPIAN ROAD ADMINSTRATION,TXC03666,9EM09299,3735,19/04/15,Cat,D8R,305,305,2014,8197/DZ/01,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,09/03/15,TRANSFER,,የባንክ ቤት,01/03/96,585/96,7.500.000,WEGAGEN BANK,,
,DOZER,ሥከ-DZ-0194,ETHIOPIAN ROAD ADMINSTRATION,41Z29007,9EM06549,3744,19/04/15,Cat,D8R,305,305,2011,8197/DZ/02,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,09/03/15,TRANSFER,,የባንክ ቤት,01/03/96,585/96,7.500.000,WEGAGEN BANK,,
,DOZARE,ሥከ-DZ-1068,NAYELE SETONE TERNEGI P L C,41100809,SD22AA110473,471,12/01/12,SHANTUI,SD22,23.4,220,2008,6268-DZ-01,AA,NEFAEFASE SELKE,1,,,0973020202-0911163575,,,FREE,21/01/12,ስም ዝውውር በሽያጭ,,,,,,,,
,DOZER,ሥከ-DZ-1188,AMARA WATER WORK CONSTRUCTION,2011043346,VAUZ0990TZT012236,16871,12/04/10,Libherr,PR754,335,335,2011,5360-DZ-01,AM,AM,B/Dare,14,106,582200480,,,PAID,18/08/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,DOZER,ሥከ-DZ-1189,AMARA WATER WORK CONSTRUCTION,4360,VAUZ0990TZT012238,16901,12/04/10,Libherr,PR754,335,335,2012,5360-DZ-01,AM,AM,B/Dare,14,106,582200480,,,PAID,18/08/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,DOZER,ሥከ-DZ-121,ETHIOPIAN ROAD CONSTRUCTION CORPORA,*34753*,*65662*,13796,27/08/06,KOMATSO,D155A-5,38.7,302,2006,4481-DZ-01,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-122,ETHIOPIAN ROAD CONSTRUCTION CORPORA,*34440*,*65593*,13797,27/08/06,KOMATSO,D155A-5,44.7,302,2006,4481-DZ-02,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-123,ETHIOPAN ROAD CONSTRUCTION CORPORATION,34451,65591,13798,27/09/06,KOMATUS,D155A-5,302,302,2006,4481-DZ-03,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-124,ETHIOPAN ROAD CONSTRUCTION CORPORATION,34748,65658,13799,27/09/06,KOMATUS,D155A-5,44.7,302,2006,4481-DZ-04,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
,DOZER,ሥከ-DZ-180,Amhara National Region Water Works Construction Enterprise,41Z21824,9EM01781,2019,24/07/13,CAT,D&R,305HP,305HP,2003,1722-DZ-13,Amarha,Bahir Dar,Bahir Dar,---,106,582200480,,,FREE,30/07/13,አዲስ ሊብሬ,2013/2014,,,,,,1003525,
,DOZER,ሥከ-DZ-184,ROAD FUND AFAR REGION RURAL ROAD,636474,88222,2555,06/01/14,KOMATSU,D1SSA-6,360HP,360HP,2020,8069/DZ/01,AA,AA,,,,935408603,,,FREE,18/02/14,,,,,,,,,
,DOZER,ሥከ-DZ-185,ROAD FUND OROMIA REGION RURAL ROAD,636501,88232,2557,06/01/14,KOMATSU,D1SSA-6,360HP,360HP,2020,8073/DZ/01,AA,AA,,,,935408603,,,FREE,18/02/14,,,,,,,,,
,DOZER,ሥከ-DZ-186,ROAD FUND AMHARA REGION RURAL ROAD,636478,88223,2556,06/01/14,KOMATSU,D1SSA-6,360HP,360HP,2020,8065/DZ/01,AA,AA,,,,935408603,,,FREE,18/02/14,,,,,,,,,
,DOZER,ሥከ-DZ-187,ROAD FUND BENSHANGUL GUMUZ RURAL ROAD,636481,88224,2560,06/01/14,KOMATSU,D1SSA-6,360HP,360HP,2020,8061/DZ/01,AA,AA,,,,935408603,,,FREE,18/02/14,,,,,,,,,
,DOZER,ሥከ-DZ-188,ROAD FUND SOMALE REGION RURAL ROAD,636485,88227,2559,06/01/14,KOMATSU,D1SSA-6,360HP,360HP,2020,8062/DZ/01,AA,AA,,,,935408603,,,FREE,18/02/14,,,,,,,,,
,DOZER,ሥከ-DZ-189,ROAD FUND AMHARA REGION RURAL ROAD,636483,88225,2554,06/01/14,KOMATSU,D1SSA-6,360HP,360HP,2020,8065/DZ/02,AA,AA,,,,935408603,,,FREE,18/02/14,,,,,,,,,
,DOZER,ሥከ-DZ-190,ROAD FUND OROMIA REGION RURAL ROAD,636502,88233,2558,06/01/14,KOMATSU,D1SSA-6,360HP,360HP,2020,8073/DZ/02,AA,AA,,,,935408603,,,FREE,18/02/14,,,,,,,,,
,DOZER,ሥከ-DZ-191,ROAD FUND GAMBELLA GETER MENGED,636492,88228,2561,06/01/14,KOMATSU,D1SSA-6,360HP,360HP,2020,8071/DZ/01,AA,AA,,,,935408603,,,FREE,18/02/14,,,,,,,,,
,DOZER,ሥከ-DZ-192,ROAD FUND OROMIA REGION RURAL ROAD,636484,88226,2600,06/01/14,KOMATSU,D1SSA-6,360HP,360HP,2020,8073/DZ/03,AA,AA,,,,935408603,,,FREE,30/02/14,,,,,,,,,
,EXCAVATOR,ሥከ-EX-,ETHIOPIAN LEMAT BANK,761198,CECAP011140,22437,21/03/11,DOOSAN,DX340LCA,1.71m3,247HP,2017,6317-EX-08,AA,AA,Kirkos,17/18,612,115244184,,,FREE,04/04/11,አዲስ ሊብሬ,2010/2011,,,,,,7020,
,EXCAVATOR,ሥከ-EX-,OROMIYAA WATER WORKS ENTERPRISE,937193,CEWBA-005442,711,24/03/12,DOOSAN,DX210WA,1.05,160HP,2019,026-EX-17,AA,AA,A/KALTI,,,0114390799/0911104576,,,FREE,,,,,,,,,,
,EXCAVATOR,ሥከ-EX-0001,Awash Construction Share Company,910210,7375361,362,19/02/94,Kato,HD-1023,1.08,113,---,097-EX-03,AA,AA,19,47,2193,661258,,,PAID,,,,MEDHIN,07/12/01,542/01,3.500.000,ETHIOPIA MEDHIN,,
,EXCAVATOR,ሥከ-EX-0002,Blue Nile Construction Share Company,12Z15083,76U06080,430,30/02/94,Cat,225,1,145,1987,050-EX-01,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,,,,,,,,,,
,EXCAVATOR,ሥከ-EX-0003,Blue Nile Construction Share Company,12Z15073,76U06077,431,30/02/94,Cat,225,1,125,1977,050-EX-02,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,,,,የባንክ ቤት,01/03/96,585/96,7.500.000,WEGAGEN BANK,,
,EXCAVATOR,ሥከ-EX-0004,Housing Construction Enterprise,6071115,92666,503,20/03/94,O & K,RH9LC,0.86,137,1979,098-EX-01,AA,AA,Bole,6,5593,180916,,,FREE,,,,MEDHIN,25/05/99,222/99,329.628,ETHIOPIA MEDHIN,,
,EXCAVATOR,ሥከ-EX-0006,Water Works Construction Enterprise,314886,1880195,558,21/05/94,Kato,HD-1880SEIII,1.8,254,1988,026-EX-12,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,EXCAVATOR,ሥከ-EX-0007,Water Works Construction Enterprise,9745,E40A7HF039C,602,28/06/94,Fiat Allis,FE40L,---,300,1988,026-EX-03,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,EXCAVATOR,ሥከ-EX-0008,Norinco Lalibela Engineering & Construction Share Company,4W4506,95080,1881,26/01/97,O & K,RH9LC,0.8,125,1983,010-EX-01,AA,AA,Kirkos,4,4690,114423000,629,9/7/1994,FREE,,,,,,,,,,
,EXCAVATOR,ሥከ-EX-0009,Water Works Construction Enterprise,5000283677,M000437,678,10/08/94,Fiat Allis,FE-18B,0.9,112,1988,026-EX-01,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,የባንክ ቤት,20/04/98,1637/05,48.755.851,ኢትዮጲ ያ ንግድ ባንክ,,
,EXCAVATOR,ሥከ-EX-0010,Norinco Lalibela Engineering & Construction Share Company,0615391C,F40177,1882,26/01/97,JSW,NIKKOBH50II,0.7,71,---,010-EX-02,AA,AA,Kirkos,4,4690,114423000,852,8/12/1994,FREE,,,,,,,,,,
,EXCAVATOR,ሥከ-EX-0011,National Engineers & Contractor Enterprise,76U450,76U450,867,30/12/94,Cat,225,1,125,1975,032-EX-01,AA,AA,17,24,2067,621836,,,FREE,,,,,,,,,,
,EXCAVATOR,ሥከ-EX-0012,Water Works Construction Enterprise,35017527,EC360LCC 03360,1232,07/08/95,Volvo,EC360LC,1.5,246,2000,026-EX-14,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,PAID,,,,የባንክ ቤት,20/04/98,1637/05,48.755.851,ኢትዮጲ ያ ንግድ ባንክ,,
,EXCAVATOR,ሥከ-EX-0013,Agricultural Equmpent & Technical Service Share Company,6D14-507362,8005323,1508,23/03/96,Kato,HD-800SEV,1,133,1987,111-EX-01,AA,AA,19,57,5575,424177,,,FREE,,,,,,,,,,
